CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V2_M;V3_M;V4_M;V5_M;V8_M;V9_M;V10_M;V11_M;V12_M;V18_M;V19_AM;V21_M;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;P21Actualizado
TQRMNOPVWHKMTTCDEIJAH00663224;2020;3;1;2;1;1;S;33;5846;2;2;;69;2;1;1;2;0;2;1;;1;;1;;2;3;0;1;0;0;0;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;5846;0;16000.00;3;  ;3;;;4;6725;16000;0;0;0;0;0;0;0;0;0;0;0;16000;105200;09;  ;09;;;09;17533,33;05;  ;05;;;06;13843;0,00
TQRMNOPVWHKMTTCDEIJAH00663224;2020;3;1;3;1;1;S;33;5846;3;2;;30;5;1;1;2;0;6;1;;1;;1;;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;24,00;0,00;2.00;0.00;2.00;2.00;2.00;1.00;8401.00;2.00;0.00;0.00;0.00;0.00;12.00;0.00;99998.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;3.00;1.00;35000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;35000;7;  ;7;;;7;7726;0;35000.00;7;  ;7;;;7;7887;0;0;0;0;0;0;0;0;0;0;0;0;0;105200;09;  ;09;;;09;17533,33;05;  ;05;;;06;13843;825652,39
TQRMNOSSQHKNTUCDEIJAH00663225;2020;3;1;1;1;1;S;33;3537;1;1;01/07/0604;48;1;4;1;2;0;4;2;1.00;1;;1;;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;30,00;0,00;1.00;1.00;1.00;2.00;1.00;2.00;3200.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;80113.00;6.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;6.00;1.00;0.00;10000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;2;  ;2;;;2;5880;0;20000.00;5;  ;4;;;5;5590;0;0;0;10000;0;0;0;0;0;0;0;0;10000;50000;06;  ;05;;;06;16666,67;05;  ;05;;;06;6109;235900,68
TQRMNOSSQHKNTUCDEIJAH00663225;2020;3;1;2;1;1;S;33;3537;2;2;;47;1;4;1;2;0;4;1;;1;;1;;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;30,00;0,00;1.00;1.00;1.00;2.00;1.00;2.00;3200.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;80113.00;6.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;6.00;1.00;0.00;10000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;2;  ;2;;;2;6351;0;20000.00;5;  ;4;;;5;5926;0;0;0;10000;0;0;0;0;0;0;0;0;10000;50000;06;  ;05;;;06;16666,67;05;  ;05;;;06;6109;235900,68
TQRMNOSSQHKNTUCDEIJAH00663225;2020;3;1;3;1;1;S;33;3537;3;1;;19;5;4;1;1;1;7;2;0.00;1;;1;;5;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;3537;0;10000.00;2;  ;2;;;2;4708;0;0;0;10000;0;0;0;0;0;0;0;0;10000;50000;06;  ;05;;;06;16666,67;05;  ;05;;;06;6109;0,00
TQTMNOPWTHMKTMCDEIJAH00651483;2020;3;1;1;1;1;S;33;1910;1;2;;68;4;1;1;2;0;4;2;3.00;1;;1;;3;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;1910;0;58000.00;9;  ;9;;;9;2026;55000;0;0;0;0;0;0;0;3000;0;0;0;58000;58000;06;  ;06;;;07;58000,00;10;  ;09;;;10;2270;0,00
TQRMNOSUPHKMQRCDEIJAH00663226;2020;3;1;1;1;1;S;33;6787;1;2;;43;3;1;1;2;0;2;1;;1;;1;;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;60,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;1009.00;2.00;0.00;0.00;0.00;0.00;6.00;0.00;30314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;1.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;26000.00;0.00;0.00;0.00;13000.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;26000;6;  ;5;;;5;6796;0;39000.00;8;  ;7;;;8;7827;0;0;0;0;0;0;0;0;0;0;0;0;0;49000;05;  ;05;;;06;9800,00;03;  ;03;;;03;9364;613341,78
TQRMNOSUPHKMQRCDEIJAH00663226;2020;3;1;2;1;1;S;33;6787;3;2;;20;5;1;1;2;0;4;2;3.00;1;;1;;3;3;0;4;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6787;0;0.00;0;  ;0;;;0;6787;0;0;0;0;0;0;0;0;0;0;0;0;0;49000;05;  ;05;;;06;9800,00;03;  ;03;;;03;9364;0,00
TQRMNOSUPHKMQRCDEIJAH00663226;2020;3;1;3;1;1;S;33;6787;3;2;;21;5;4;1;2;0;4;2;3.00;1;;1;;3;3;0;4;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6787;0;0.00;0;  ;0;;;0;6787;0;0;0;0;0;0;0;0;0;0;0;0;0;49000;05;  ;05;;;06;9800,00;03;  ;03;;;03;9364;0,00
TQRMNOSUPHKMQRCDEIJAH00663226;2020;3;1;4;1;1;S;33;6787;3;1;;23;5;4;1;2;0;3;1;;1;;1;;3;3;0;7;0;0;0;0;0;0;0;0;0;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6787;0;10000.00;2;  ;2;;;2;8509;0;0;0;10000;0;0;0;0;0;0;0;0;10000;49000;05;  ;05;;;06;9800,00;03;  ;03;;;03;9364;0,00
TQRMNOSUPHKMQRCDEIJAH00663226;2020;3;1;5;1;1;S;33;6787;3;2;;11;5;1;1;1;1;2;2;5.00;1;;1;;1;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6787;0;0.00;0;  ;0;;;0;6787;0;0;0;0;0;0;0;0;0;0;0;0;0;49000;05;  ;05;;;06;9800,00;03;  ;03;;;03;9364;0,00
TQRMNOQRRHLMROCDEIJAH00639474;2020;3;1;1;1;1;S;33;6284;1;2;;38;1;4;1;2;0;2;1;;1;;1;;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;24,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;9700.00;1.00;1.00;2.00;0.00;0.00;0.00;0.00;55314.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;12000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;12000;3;  ;2;;;2;7963;0;28000.00;6;  ;6;;;6;7246;10000;0;0;6000;0;0;0;0;0;0;0;0;16000;35000;04;  ;04;;;04;5833,33;02;  ;02;;;02;10964;283080,82
TQRMNOQRRHLMROCDEIJAH00639474;2020;3;1;2;1;1;S;33;6284;2;1;09/05/0604;48;1;4;1;2;0;2;1;;1;;1;;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;16,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;35314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;1.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;7000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;7000;2;  ;1;;;1;9646;0;7000.00;1;  ;1;;;1;8865;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;04;  ;04;;;04;5833,33;02;  ;02;;;02;10964;165130,48
TQRMNOQRRHLMROCDEIJAH00639474;2020;3;1;4;1;1;S;33;6284;3;1;;22;5;4;1;2;0;4;2;1.00;1;;1;;3;3;0;7;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6284;0;0.00;0;  ;0;;;0;6284;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;04;  ;04;;;04;5833,33;02;  ;02;;;02;10964;0,00
TQRMNOQRRHLMROCDEIJAH00639474;2020;3;1;5;1;1;S;33;6284;3;2;;18;5;4;1;2;0;4;2;0.00;1;;1;;3;3;0;7;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6284;0;0.00;0;  ;0;;;0;6284;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;04;  ;04;;;04;5833,33;02;  ;02;;;02;10964;0,00
TQRMNOQRRHLMROCDEIJAH00639474;2020;3;1;6;0;1;S;33;6284;3;1;;4;5;4;2;2;0;1;2;3.00;1;;6;;7;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6284;0;0.00;0;  ;0;;;0;6284;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;04;  ;04;;;04;5833,33;02;  ;02;;;02;10964;0,00
TQRMNOQRRHLMROCDEIJAH00639474;2020;3;1;7;0;1;S;33;6284;3;1;;3;5;4;2;2;0;1;2;0.00;1;;6;;7;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6284;0;0.00;0;  ;0;;;0;6284;0;0;0;0;0;0;0;0;0;0;0;0;0;35000;04;  ;04;;;04;5833,33;02;  ;02;;;02;10964;0,00
TQRMNOSSQHLMROCDEIJAH00639106;2020;3;1;1;1;1;S;33;6284;1;2;;51;3;4;1;2;0;2;1;;3;90.00;1;;2;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6284;0;10000.00;2;  ;2;;;2;6260;10000;0;0;0;0;0;0;0;0;0;0;0;10000;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;0,00
TQRMNOSSQHLMROCDEIJAH00639106;2020;3;1;2;1;1;S;33;6284;3;2;;29;3;4;1;2;0;4;1;;1;;1;;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;12,00;0,00;1.00;1.00;1.00;2.00;1.00;2.00;9700.00;1.00;1.00;6.00;0.00;0.00;0.00;0.00;55314.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;2.00;2.00;2.00;0.00;2.00;2.00;1.00;4.00;10000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;2;  ;2;;;2;8527;0;16000.00;3;  ;3;;;4;8477;0;0;0;6000;0;0;0;0;0;0;0;0;6000;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;235900,68
TQRMNOSSQHLMROCDEIJAH00639106;2020;3;1;3;1;1;S;33;6284;5;1;;14;5;4;1;1;2;4;2;2.00;1;;1;;3;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6284;0;0.00;0;  ;0;;;0;6284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;0,00
TQRMNOSSQHLMROCDEIJAH00639106;2020;3;1;4;0;1;S;33;6284;5;1;;5;5;1;2;1;2;1;2;2.00;1;;6;;7;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;6284;0;0.00;0;  ;0;;;0;6284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;0,00
TQRMNOSSQHLMROCDEIJAH00639106;2020;3;1;6;1;1;S;33;6284;3;1;;26;5;1;1;2;0;4;1;;1;;1;;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;45,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;4805.00;2.00;0.00;0.00;0.00;0.00;99.00;2.00;32314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;  ;12;;;12;0;0;-9.00;12;  ;12;;;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;-9,00
TQRMNOPUUHJORSCDEIJAH00663227;2020;3;1;1;1;1;S;33;4153;1;2;;53;3;1;1;2;0;6;1;;1;;1;;6;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;4153;0;11500.00;2;  ;2;;;2;4240;11500;0;0;0;0;0;0;0;0;0;0;0;11500;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;0,00
TQRMNOPUUHJORSCDEIJAH00663227;2020;3;1;2;1;1;S;33;4153;3;1;;24;5;4;1;1;1;6;2;2.00;1;;1;;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;44,00;0,00;2.00;0.00;2.00;1.00;2.00;2.00;9999.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;36313.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;3.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;  ;12;;;12;0;-9;-9.00;12;  ;12;;;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;-9,00
TQRMNOPUUHJORSCDEIJAH00663227;2020;3;1;3;1;1;S;33;4153;3;1;;21;5;4;1;1;1;6;2;1.00;1;;1;;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;44,00;0,00;1.00;1.00;1.00;1.00;2.00;2.00;9999.00;2.00;0.00;0.00;0.00;0.00;6.00;0.00;36313.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;3.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;  ;12;;;12;0;0;-9.00;12;  ;12;;;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;-9,00
TQRMNOPUUHJORSCDEIJAH00663227;2020;3;1;4;1;1;S;33;4153;3;1;;17;5;1;1;1;1;9;2;98.00;1;;1;;1;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;4153;0;0.00;0;  ;0;;;0;4153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;0,00
TQRMNOTRPHJORSCDEIJAH00663228;2020;3;1;1;1;1;S;33;4153;1;1;;58;5;1;1;2;0;2;2;4.00;3;54.00;1;;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;15,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;9999.00;2.00;0.00;0.00;0.00;0.00;3.00;0.00;90313.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;1.00;0.00;2.00;1.00;1.00;3.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;  ;12;;;12;0;0;-9.00;12;  ;12;;;12;0;-9;0;0;0;0;0;0;0;0;0;0;0;-9;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;-9,00
TQRMNOSUWHMMRSCDEIJAH00645353;2020;3;1;1;1;1;S;33;5662;1;1;;55;2;4;1;2;0;2;1;;3;18.00;1;;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;35,00;0,00;1.00;1.00;2.00;2.00;2.00;2.00;4903.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;34123.00;4.00;0.00;0.00;0.00;3.00;3.00;1.00;1.00;7.00;4.00;2.00;20000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000;5;  ;4;;;4;8579;0;30000.00;7;  ;6;;;7;8708;0;0;0;10000;0;0;0;0;0;0;0;0;10000;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;471801,37
TQRMNOSUWHMMRSCDEIJAH00645353;2020;3;1;2;1;1;S;33;5662;2;2;;50;2;1;1;2;0;6;2;3.00;1;;1;;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;20,00;0,00;1.00;1.00;2.00;2.00;1.00;1.00;8501.00;2.00;0.00;0.00;0.00;0.00;9.00;0.00;41332.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;1.00;9.00;4.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;32000.00;0.00;0.00;0.00;15000.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;32000;7;  ;6;;;7;6558;0;47000.00;8;  ;8;;;8;7638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;754882,19
TQRMNOSUWHMMRSCDEIJAH00645353;2020;3;1;3;1;1;S;33;5662;3;2;;25;5;4;1;1;1;7;2;1.00;1;;1;;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2.00;2.00;70,00;14,00;2.00;0.00;2.00;2.00;3.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;30113.00;1.00;0.00;0.00;0.00;1.00;2.00;3.00;1.00;7.00;2.00;2.00;-8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;5662;-9;-9.00;12;  ;12;;;12;0;0;0;0;10000;0;0;0;0;0;0;0;0;10000;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;0,00
TQRMNOSUWHMMRSCDEIJAH00645353;2020;3;1;4;1;1;S;33;5662;3;1;;17;5;4;1;1;1;4;2;4.00;1;;1;;3;2;3;0;0;2;2;2;2;1;2;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.00;1.00;0.00;3.00;2.00;9609.00;2.00;0.00;0.00;0.00;1.00;0.00;72314.00;0.00;0.00;1.00;0.00;1.00;3.00;2.00;4.00;0.00;0.00;0.00;0.00;2.00;0;0;  ;0;;;0;5662;0;0.00;0;  ;0;;;0;5662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  ;  ;  ;;;  ;0,00;  ;  ;  ;;;  ;0;0,00
TQRMNORSXHLNQSCDEIJAH00639016;2020;3;1;1;1;1;S;33;4293;1;1;11/01/1604;37;1;4;1;2;0;4;2;4.00;1;;1;;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;72,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4502.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;82113.00;1.00;0.00;0.00;0.00;1.00;2.00;3.00;1.00;7.00;6.00;1.00;0.00;20000.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000;5;  ;4;;;4;7535;0;20000.00;5;  ;4;;;5;6784;0;0;0;0;0;0;0;0;0;0;0;0;0;42600;05;  ;05;;;05;8520,00;02;  ;03;;;03;5772;471801,37
TQRMNORSXHLNQSCDEIJAH00639016;2020;3;1;2;1;1;S;33;4293;2;2;;24;1;4;1;2;0;2;1;;1;;1;;2;3;0;4;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;  ;0;;;0;4293;0;22600.00;5;  ;5;;;5;5075;0;0;0;12600;0;0;0;0;0;0;0;0;22600;42600;05;  ;05;;;05;8520,00;02;  ;03;;;03;5772;0,00
